name,gcode,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,outPoly,inv_phi,bar_phi,invbar_phi,sym_type,mFilling(w/Gcode),genus,arrowpoly,cable_arr_poly,namel,name0
"<a href=""/flatknot/5.13"">5.13</a>",O1O2O3O4O5U2U1U3U5U4,"[[ 0 -3 -3  0  3  3]
 [ 3  0  0  2  4  3]
 [ 3  0  0  1  3  2]
 [ 0 -2 -1  0  2  1]
 [-3 -4 -3 -2  0  0]
 [-3 -3 -2 -1  0  0]]","[[ 0  3  3  0 -3 -3]
 [-3  0  0 -1 -2 -3]
 [-3  0  0 -2 -3 -4]
 [ 0  1  2  0 -1 -2]
 [ 3  2  3  1  0  0]
 [ 3  3  4  2  0  0]]",True,"[-3, -3, 0, 3, 3, 0, 1, 2, 3, 2, 3, 4, 1, 2, 0]","[-3, -3, 0, 3, 3, 0, 1, 2, 3, 2, 3, 4, 1, 2, 0]",t^{5} + 48 t^{3} + 11 t,t^{6} + 84 t^{4} + 83 t^{2},"[-3, -3, 0, 3, 3, 0, 1, 2, 3, 2, 3, 4, 1, 2, 0]","[-3, -3, 0, 3, 3, 0, 1, 2, 3, 2, 3, 4, 1, 2, 0]","[-3, -3, 0, 3, 3, 0, 1, 2, 3, 2, 3, 4, 1, 2, 0]","[1, 1, 1]","[[{2, 5}, {1, 4}, {3}]]",0,-1,-128*K3**4 + 128*K3**2*K6 - 32*K6**2 + 30,"<a href=""/flatknot/5.13"">5.13</a>",5.13
"<a href=""/flatknot/5.14"">5.14</a>",O1O2O3O4O5U2U1U4U5U3,"[[ 0 -3 -3  2  1  3]
 [ 3  0  0  4  2  3]
 [ 3  0  0  3  1  2]
 [-2 -4 -3  0 -1  1]
 [-1 -2 -1  1  0  1]
 [-3 -3 -2 -1 -1  0]]","[[ 0  3  2  1 -3 -3]
 [-3  0 -1 -1 -2 -3]
 [-2  1  0 -1 -3 -4]
 [-1  1  1  0 -1 -2]
 [ 3  2  3  1  0  0]
 [ 3  3  4  2  0  0]]",True,"[-3, -2, -1, 3, 3, 1, 1, 2, 3, 1, 3, 4, 1, 2, 0]","[-3, -3, 1, 2, 3, 0, 1, 3, 2, 2, 4, 3, 1, 1, 1]",t^{5} + 46 t^{3} + 7 t,t^{6} + 78 t^{4} + 80 t^{2},"[-3, -3, 1, 2, 3, 0, 2, 1, 3, 3, 2, 4, 0, 1, 0]","[-3, -2, -1, 3, 3, 0, 1, 3, 4, 0, 1, 2, 2, 3, 0]","[-3, -3, 1, 2, 3, 0, 1, 3, 2, 2, 4, 3, 1, 1, 1]","[0, 0, 0]","[[{4, 5}, {1, 3}, {2}]]",1,4 K_1^3 - 2 K_1^2 - 2 K_1 K_2 - 2 K_1 + K_2,32*K1**2*K2**3 - 320*K1**2*K2**2 + 448*K1**2*K2 - 480*K1**2 + 32*K1*K2**3*K3 + 488*K1*K2*K3 + 24*K1*K3*K4 - 288*K2**6 + 256*K2**4*K4 - 520*K2**4 - 96*K2**2*K3**2 - 72*K2**2*K4**2 + 360*K2**2*K4 - 72*K2**2 + 72*K2*K3*K5 + 8*K2*K4*K6 - 184*K3**2 - 58*K4**2 - 16*K5**2 + 384,"<a href=""/flatknot/5.14"">5.14</a>",5.14
"<a href=""/flatknot/5.15"">5.15</a>",O1O2O3O4O5U2U1U5U4U3,"[[ 0 -3 -3  2  2  2]
 [ 3  0  0  4  3  2]
 [ 3  0  0  3  2  1]
 [-2 -4 -3  0  0  0]
 [-2 -3 -2  0  0  0]
 [-2 -2 -1  0  0  0]]","[[ 0  2  2  2 -3 -3]
 [-2  0  0  0 -1 -2]
 [-2  0  0  0 -2 -3]
 [-2  0  0  0 -3 -4]
 [ 3  1  2  3  0  0]
 [ 3  2  3  4  0  0]]",True,"[-2, -2, -2, 3, 3, 0, 0, 1, 2, 0, 2, 3, 3, 4, 0]","[-3, -3, 2, 2, 2, 0, 1, 2, 3, 2, 3, 4, 0, 0, 0]",t^{5} + 43 t^{3} + 6 t,t^{6} + 73 t^{4} + 81 t^{2},"[-3, -3, 2, 2, 2, 0, 1, 2, 3, 2, 3, 4, 0, 0, 0]","[-2, -2, -2, 3, 3, 0, 0, 1, 2, 0, 2, 3, 3, 4, 0]","[-3, -3, 2, 2, 2, 0, 1, 2, 3, 2, 3, 4, 0, 0, 0]","[0, 1, 0]","[[{2, 5}, {3, 4}, {1}], [{3, 5}, {4}, {1, 2}], [{4, 5}, {1, 3}, {2}]]",1,- 2 K_1^2 + K_2,-144*K1**2 + 336*K1*K2*K3 + 16*K1*K5*K6 - 72*K2**4 - 128*K2**2*K3**2 + 40*K2**2*K4 - 192*K2**2 + 240*K2*K3*K5 - 224*K3**2 - 2*K4**2 - 96*K5**2 - 8*K6**2 + 232,"<a href=""/flatknot/5.15"">5.15</a>",5.15
"<a href=""/flatknot/5.16"">5.16</a>",O1O2O3O4O5U2U4U1U5U3,"[[ 0 -2 -3  2  0  3]
 [ 2  0 -1  3  1  3]
 [ 3  1  0  3  1  2]
 [-2 -3 -3  0 -1  1]
 [ 0 -1 -1  1  0  1]
 [-3 -3 -2 -1 -1  0]]","[[ 0  3  2  0 -2 -3]
 [-3  0 -1 -1 -3 -2]
 [-2  1  0 -1 -3 -3]
 [ 0  1  1  0 -1 -1]
 [ 2  3  3  1  0 -1]
 [ 3  2  3  1  1  0]]",True,"[-3, -2, 0, 2, 3, 1, 1, 3, 2, 1, 3, 3, 1, 1, 1]","[-3, -2, 0, 2, 3, 0, 2, 2, 4, 1, 1, 2, 1, 2, 0]",t^{5} + 37 t^{3} + 6 t,t^{6} + 63 t^{4} + 20 t^{2},"[-3, -2, 0, 2, 3, 0, 2, 2, 4, 1, 1, 2, 1, 2, 0]","[-3, -2, 0, 2, 3, 0, 2, 2, 4, 1, 1, 2, 1, 2, 0]","[-3, -2, 0, 2, 3, 1, 1, 3, 2, 1, 3, 3, 1, 1, 1]","[0, 0, 1]","[[{2, 5}, {4}, {1, 3}]]",0,- 4 K_1^2 - 4 K_1 K_2 + 2 K_1 + 2 K_2 + 2 K_3 + 1,-96*K1**2*K2**2 + 256*K1**2*K2 - 128*K1**2*K3**2 - 424*K1**2 + 64*K1*K2*K3**3 + 496*K1*K2*K3 + 112*K1*K3*K4 + 16*K1*K4*K5 - 16*K2**4 - 128*K2**2*K3**2 - 16*K2**2*K4**2 + 48*K2**2*K4 - 316*K2**2 + 64*K2*K3*K5 + 16*K2*K4*K6 - 32*K3**4 - 184*K3**2 - 60*K4**2 - 16*K5**2 - 4*K6**2 + 346,"<a href=""/flatknot/5.16"">5.16</a>",5.16
"<a href=""/flatknot/5.17"">5.17</a>",O1O2O3O4O5U2U4U5U1U3,"[[ 0 -1 -3  2  0  2]
 [ 1  0 -2  2  0  2]
 [ 3  2  0  3  1  2]
 [-2 -2 -3  0 -1  1]
 [ 0  0 -1  1  0  1]
 [-2 -2 -2 -1 -1  0]]","[[ 0  2  2  0 -1 -3]
 [-2  0  1 -1 -2 -3]
 [-2 -1  0 -1 -2 -2]
 [ 0  1  1  0  0 -1]
 [ 1  2  2  0  0 -2]
 [ 3  3  2  1  2  0]]",True,"[-2, -2, 0, 1, 3, -1, 1, 2, 3, 1, 2, 2, 0, 1, 2]","[-3, -1, 0, 2, 2, 0, 2, 2, 3, 1, 1, 1, 1, 1, -1]",t^{5} + 29 t^{3},t^{6} + 47 t^{4} + 8 t^{2},"[-3, -1, 0, 2, 2, 0, 2, 2, 3, 1, 1, 1, 1, 1, -1]","[-2, -2, 0, 1, 3, -1, 1, 1, 3, 1, 1, 2, 1, 2, 0]","[-3, -1, 0, 2, 2, 2, 1, 2, 3, 0, 2, 2, 1, 1, -1]","[0, 0, 0]","[[{2, 5}, {3, 4}, {1}], [{4, 5}, {3}, {1, 2}], [{5}, {1, 4}, {2, 3}], [{5}, {2, 4}, {1, 3}]]",1,- 4 K_1^2 - 2 K_1 K_2 + K_1 + 2 K_2 + K_3 + 1,-48*K1**2*K2**2 + 176*K1**2*K2 - 32*K1**2*K3**2 - 276*K1**2 + 264*K1*K2*K3 + 48*K1*K3*K4 + 8*K1*K4*K5 - 16*K2**4 - 32*K2**2*K3**2 - 8*K2**2*K4**2 + 32*K2**2*K4 - 198*K2**2 + 24*K2*K3*K5 + 8*K2*K4*K6 - 124*K3**2 - 32*K4**2 - 8*K5**2 - 2*K6**2 + 214,"<a href=""/flatknot/5.17"">5.17</a>",5.17
"<a href=""/flatknot/5.18"">5.18</a>",O1O2O3O4O5U2U5U1U4U3,"[[ 0 -2 -3  2  2  1]
 [ 2  0 -1  3  2  1]
 [ 3  1  0  3  2  1]
 [-2 -3 -3  0  0  0]
 [-2 -2 -2  0  0  0]
 [-1 -1 -1  0  0  0]]","[[ 0  2  2  1 -2 -3]
 [-2  0  0  0 -2 -2]
 [-2  0  0  0 -3 -3]
 [-1  0  0  0 -1 -1]
 [ 2  2  3  1  0 -1]
 [ 3  2  3  1  1  0]]",True,"[-2, -2, -1, 2, 3, 0, 0, 2, 2, 0, 3, 3, 1, 1, 1]","[-3, -2, 1, 2, 2, 0, 3, 2, 3, 2, 1, 2, 1, 1, 0]",t^{5} + 29 t^{3},t^{6} + 51 t^{4} + 11 t^{2},"[-3, -2, 1, 2, 2, 0, 3, 2, 3, 2, 1, 2, 1, 1, 0]","[-2, -2, -1, 2, 3, 0, 1, 1, 2, 1, 2, 3, 2, 3, 0]","[-3, -2, 1, 2, 2, 1, 1, 2, 3, 1, 2, 3, 0, 0, 0]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{2, 5}, {3, 4}, {1}]]",1,- 2 K_1^2 - 2 K_1 K_2 + K_1 + K_2 + K_3,96*K1**4*K2 - 192*K1**4 - 112*K1**2*K2**2 + 192*K1**2*K2 - 96*K1**2 + 120*K1*K2*K3 + 56*K1*K3*K4 + 24*K1*K4*K5 - 8*K2**4 - 16*K2**2*K3**2 - 8*K2**2*K4**2 + 32*K2**2*K4 - 126*K2**2 + 24*K2*K3*K5 + 8*K2*K4*K6 - 76*K3**2 - 54*K4**2 - 20*K5**2 - 2*K6**2 + 156,"<a href=""/flatknot/5.18"">5.18</a>",5.18
"<a href=""/flatknot/5.19"">5.19</a>",O1O2O3O4O5U2U5U3U1U4,"[[ 0 -1 -3  0  3  1]
 [ 1  0 -2  1  3  1]
 [ 3  2  0  2  3  1]
 [ 0 -1 -2  0  1  0]
 [-3 -3 -3 -1  0  0]
 [-1 -1 -1  0  0  0]]","[[ 0  3  1  0 -1 -3]
 [-3  0  0 -1 -3 -3]
 [-1  0  0  0 -1 -1]
 [ 0  1  0  0 -1 -2]
 [ 1  3  1  1  0 -2]
 [ 3  3  1  2  2  0]]",True,"[-3, -1, 0, 1, 3, 0, 1, 3, 3, 0, 1, 1, 1, 2, 2]","[-3, -1, 0, 1, 3, 0, 1, 3, 3, 0, 1, 1, 1, 2, 2]",t^{5} + 30 t^{3} + 4 t,t^{6} + 50 t^{4} + 24 t^{2},"[-3, -1, 0, 1, 3, 0, 1, 3, 3, 0, 1, 1, 1, 2, 2]","[-3, -1, 0, 1, 3, 2, 2, 1, 3, 1, 1, 3, 0, 1, 0]","[-3, -1, 0, 1, 3, 2, 2, 1, 3, 1, 1, 3, 0, 1, 0]","[1, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{2, 5}, {3, 4}, {1}], [{5}, {1, 4}, {2, 3}]]",1,- 8 K_1^2 - 4 K_1 K_2 + 2 K_1 + 4 K_2 + 2 K_3 + 3,192*K1**4*K2 - 672*K1**4 + 64*K1**3*K2*K3 - 576*K1**2*K2**2 + 1024*K1**2*K2 - 192*K1**2*K3**2 - 552*K1**2 + 944*K1*K2*K3 + 176*K1*K3*K4 - 128*K2**4 - 160*K2**2*K3**2 - 16*K2**2*K4**2 + 256*K2**2*K4 - 756*K2**2 + 208*K2*K3*K5 + 16*K2*K4*K6 - 32*K3**4 + 32*K3**2*K6 - 392*K3**2 - 144*K4**2 - 64*K5**2 - 12*K6**2 + 782,"<a href=""/flatknot/5.19"">5.19</a>",5.19
"<a href=""/flatknot/5.20"">5.20</a>",O1O2O3O4O5U2U5U4U1U3,"[[ 0 -1 -3  2  1  1]
 [ 1  0 -2  2  1  1]
 [ 3  2  0  3  2  1]
 [-2 -2 -3  0  0  0]
 [-1 -1 -2  0  0  0]
 [-1 -1 -1  0  0  0]]","[[ 0  2  1 -3]
 [-2  0  0 -3]
 [-1  0  0 -2]
 [ 3  3  2  0]]",False,"[-2, -1, 3, 0, 3, 2]","[-3, 1, 2, 2, 2, 1]",t^{3} + 13 t,t^{4} + 27 t^{2} + 1,"[-3, 1, 2, 2, 2, 1]","[-2, -1, 3, 1, 2, 2]","[-3, 1, 2, 2, 3, 0]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{1, 5}, {3, 4}, {2}], [{1, 5}, {4}, {2, 3}], [{2, 5}, {4}, {1, 3}], [{4, 5}, {3}, {1, 2}]]",1,- 2 K_1^2 - 2 K_1 K_2 + K_1 + K_2 + K_3,96*K1**4*K2 - 288*K1**4 - 112*K1**2*K2**2 + 328*K1**2*K2 - 256*K1**2 + 232*K1*K2*K3 + 160*K1*K3*K4 + 48*K1*K4*K5 - 8*K2**4 - 16*K2**2*K3**2 - 8*K2**2*K4**2 + 48*K2**2*K4 - 246*K2**2 + 32*K2*K3*K5 + 8*K2*K4*K6 - 188*K3**2 - 126*K4**2 - 36*K5**2 - 2*K6**2 + 332,"<a href=""/flatknot/5.20"">5.20</a>",5.20
"<a href=""/flatknot/5.21"">5.21</a>",O1O2O3O4O5U3U4U5U1U2,"[[ 0 -1  1 -2  0  2]
 [ 1  0  1 -2  0  2]
 [-1 -1  0 -2  0  2]
 [ 2  2  2  0  1  2]
 [ 0  0  0 -1  0  1]
 [-2 -2 -2 -2 -1  0]]","[[ 0  2  1  0 -1 -2]
 [-2  0 -2 -1 -2 -2]
 [-1  2  0  0 -1 -2]
 [ 0  1  0  0  0 -1]
 [ 1  2  1  0  0 -2]
 [ 2  2  2  1  2  0]]",True,"[-2, -1, 0, 1, 2, 2, 1, 2, 2, 0, 1, 2, 0, 1, 2]","[-2, -1, 0, 1, 2, -1, 1, 1, 2, 1, 1, 1, 1, 1, -1]",t^{5} + 23 t^{3} + 6 t,t^{6} + 33 t^{4} + 26 t^{2},"[-2, -1, 0, 1, 2, -1, 1, 1, 2, 1, 1, 1, 1, 1, -1]","[-2, -1, 0, 1, 2, -1, 1, 1, 2, 1, 1, 1, 1, 1, -1]","[-2, -1, 0, 1, 2, 2, 1, 2, 2, 0, 1, 2, 0, 1, 2]","[0, 0, 1]","[[{3, 5}, {4}, {1, 2}]]",0,8 K_1^3 - 4 K_1 K_2 - 4 K_1 - 1,-896*K1**2*K2**4 + 640*K1**2*K2**3 - 800*K1**2*K2**2 + 480*K1**2*K2 - 224*K1**2 + 512*K1*K2**3*K3 + 352*K1*K2*K3 - 704*K2**6 + 384*K2**4*K4 - 256*K2**4 - 32*K2**2*K3**2 - 16*K2**2*K4**2 + 256*K2**2*K4 + 208*K2**2 - 32*K3**2 - 16*K4**2 + 142,"<a href=""/flatknot/5.21"">5.21</a>",5.21
"<a href=""/flatknot/5.22"">5.22</a>",O1O2O3O4O5U3U5U1U4U2,"[[ 0 -2  1 -2  2  1]
 [ 2  0  2 -1  2  1]
 [-1 -2  0 -2  1  1]
 [ 2  1  2  0  2  1]
 [-2 -2 -1 -2  0  0]
 [-1 -1 -1 -1  0  0]]","[[ 0  2  1  1 -2 -2]
 [-2  0  0 -1 -2 -2]
 [-1  0  0 -1 -1 -1]
 [-1  1  1  0 -2 -2]
 [ 2  2  1  2  0  1]
 [ 2  2  1  2 -1  0]]",True,"[-2, -1, -1, 2, 2, 0, 1, 2, 2, 1, 1, 1, 2, 2, -1]","[-2, -2, 1, 1, 2, -1, 1, 2, 2, 1, 2, 2, -1, 0, 1]",t^{5} + 21 t^{3} + 4 t,t^{6} + 35 t^{4} + 13 t^{2} + 1,"[-2, -2, 1, 1, 2, -1, 1, 2, 2, 1, 2, 2, -1, 0, 1]","[-2, -1, -1, 2, 2, 0, 1, 2, 2, 1, 1, 1, 2, 2, -1]","[-2, -2, 1, 1, 2, -1, 1, 2, 2, 1, 2, 2, -1, 0, 1]","[0, 1, 0]","[[{2, 5}, {4}, {1, 3}]]",1,- 6 K_1^2 - 4 K_1 K_2 + 2 K_1 + 3 K_2 + 2 K_3 + 2,192*K1**4*K2 - 928*K1**4 + 64*K1**3*K2*K3 - 320*K1**3*K3 - 480*K1**2*K2**2 + 1920*K1**2*K2 - 288*K1**2*K3**2 - 1440*K1**2 + 1488*K1*K2*K3 + 368*K1*K3*K4 + 96*K1*K4*K5 + 32*K1*K5*K6 - 24*K2**4 - 32*K2**2*K3**2 - 16*K2**2*K4**2 + 120*K2**2*K4 - 1180*K2**2 + 96*K2*K3*K5 + 32*K2*K4*K6 + 32*K3**2*K6 - 696*K3**2 - 230*K4**2 - 104*K5**2 - 44*K6**2 + 1340,"<a href=""/flatknot/5.22"">5.22</a>",5.22
"<a href=""/flatknot/5.23"">5.23</a>",O1O2O3O4O5U3U5U4U1U2,"[[ 0 -1  1 -2  1  1]
 [ 1  0  1 -2  1  1]
 [-1 -1  0 -2  1  1]
 [ 2  2  2  0  2  1]
 [-1 -1 -1 -2  0  0]
 [-1 -1 -1 -1  0  0]]","[[ 0  1  1  1 -1 -2]
 [-1  0  1  1 -1 -2]
 [-1 -1  0  0 -1 -1]
 [-1 -1  0  0 -1 -2]
 [ 1  1  1  1  0 -2]
 [ 2  2  1  2  2  0]]",True,"[-1, -1, -1, 1, 2, -1, -1, 1, 2, 0, 1, 1, 1, 2, 2]","[-2, -1, 1, 1, 1, -1, 1, 1, 2, 1, 1, 1, -1, -1, 0]",t^{5} + 18 t^{3} + 7 t,t^{6} + 26 t^{4} + 24 t^{2} + 1,"[-2, -1, 1, 1, 1, -1, 1, 1, 2, 1, 1, 1, -1, -1, 0]","[-1, -1, -1, 1, 2, -1, 0, 1, 1, 1, 1, 1, 1, 2, -1]","[-2, -1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, -1, 0, 1]","[0, 0, 0]","[[{3, 5}, {4}, {1, 2}], [{4, 5}, {3}, {1, 2}], [{5}, {3, 4}, {1, 2}]]",1,4 K_1^3 - 2 K_1^2 - 4 K_1 K_2 - K_1 + K_2 + K_3,-256*K1**4 + 128*K1**3*K2*K3 + 224*K1**2*K2**3 - 1392*K1**2*K2**2 - 32*K1**2*K2*K4 + 1432*K1**2*K2 - 256*K1**2*K3**2 - 768*K1**2 + 256*K1*K2**3*K3 - 512*K1*K2**2*K3 - 64*K1*K2**2*K5 + 1536*K1*K2*K3 + 264*K1*K3*K4 + 8*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 520*K2**4 - 32*K2**3*K6 - 400*K2**2*K3**2 - 16*K2**2*K4**2 + 416*K2**2*K4 - 446*K2**2 + 184*K2*K3*K5 + 16*K2*K4*K6 - 340*K3**2 - 70*K4**2 - 12*K5**2 - 2*K6**2 + 620,"<a href=""/flatknot/5.23"">5.23</a>",5.23
"<a href=""/flatknot/5.24"">5.24</a>",O1O2O3O4O5U4U5U3U1U2,"[[ 0 -1  1  0 -1  1]
 [ 1  0  1  0 -1  1]
 [-1 -1  0  0 -1  1]
 [ 0  0  0  0 -1  1]
 [ 1  1  1  1  0  1]
 [-1 -1 -1 -1 -1  0]]","[[ 0  1  1  0 -1 -1]
 [-1  0  1  0 -1 -1]
 [-1 -1  0 -1 -1 -1]
 [ 0  0  1  0  0 -1]
 [ 1  1  1  0  0 -1]
 [ 1  1  1  1  1  0]]",True,"[-1, -1, 0, 1, 1, -1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[-1, -1, 0, 1, 1, -1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",t^{5} + 8 t^{3} + 3 t,t^{6} + 12 t^{4} + 11 t^{2},"[-1, -1, 0, 1, 1, -1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[-1, -1, 0, 1, 1, -1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[-1, -1, 0, 1, 1, -1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1]","[[{4, 5}, {3}, {1, 2}]]",0,- 4 K_1^2 + 2 K_2 + 1,-256*K1**4 - 192*K1**2*K2**2 + 352*K1**2*K2 - 48*K1**2 + 192*K1*K2*K3 - 48*K2**4 + 48*K2**2*K4 - 112*K2**2 - 48*K3**2 - 12*K4**2 + 122,"<a href=""/flatknot/5.24"">5.24</a>",5.24
"<a href=""/flatknot/5.25"">5.25</a>",O1O2O3O4U1O5U2U4U5U3,"[[ 0 -3 -2  2  1  2]
 [ 3  0  1  3  2  2]
 [ 2 -1  0  3  1  2]
 [-2 -3 -3  0 -1  1]
 [-1 -2 -1  1  0  1]
 [-2 -2 -2 -1 -1  0]]","[[ 0  2  2  1 -2 -3]
 [-2  0  1 -1 -3 -3]
 [-2 -1  0 -1 -2 -2]
 [-1  1  1  0 -1 -2]
 [ 2  3  2  1  0 -1]
 [ 3  3  2  2  1  0]]",True,"[-2, -2, -1, 2, 3, -1, 1, 3, 3, 1, 2, 2, 1, 2, 1]","[-3, -2, 1, 2, 2, 0, 2, 2, 3, 2, 1, 2, 0, 0, -1]",t^{5} + 35 t^{3} + 7 t,t^{6} + 57 t^{4} + 32 t^{2} + 1,"[-3, -2, 1, 2, 2, 0, 2, 2, 3, 2, 1, 2, 0, 0, -1]","[-2, -2, -1, 2, 3, -1, 0, 2, 3, 0, 1, 2, 2, 2, 0]","[-3, -2, 1, 2, 2, 1, 2, 2, 3, 1, 2, 3, 1, 1, -1]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{1, 5}, {3, 4}, {2}], [{1, 5}, {4}, {2, 3}], [{1, 5}, {4}, {3}, {2}], [{2, 5}, {1, 4}, {3}], [{2, 5}, {3, 4}, {1}], [{2, 5}, {4}, {1, 3}], [{2, 5}, {4}, {3}, {1}], [{3, 5}, {1, 4}, {2}], [{3, 5}, {2, 4}, {1}], [{3, 5}, {4}, {1, 2}], [{3, 5}, {4}, {2}, {1}], [{4, 5}, {1, 3}, {2}], [{4, 5}, {2, 3}, {1}], [{4, 5}, {3}, {1, 2}], [{4, 5}, {3}, {2}, {1}], [{5}, {1, 4}, {2, 3}], [{5}, {1, 4}, {3}, {2}], [{5}, {2, 4}, {1, 3}], [{5}, {2, 4}, {3}, {1}], [{5}, {3, 4}, {1, 2}], [{5}, {3, 4}, {2}, {1}], [{5}, {4}, {1, 3}, {2}], [{5}, {4}, {2, 3}, {1}], [{5}, {4}, {3}, {1, 2}]]",2,- 6 K_1^2 - 2 K_1 K_2 + K_1 + 3 K_2 + K_3 + 2,-144*K1**4 + 64*K1**3*K2*K3 - 96*K1**3*K3 - 640*K1**2*K2**2 - 96*K1**2*K2*K4 + 1592*K1**2*K2 - 80*K1**2*K3**2 - 1592*K1**2 - 96*K1*K2**2*K3 + 1352*K1*K2*K3 + 264*K1*K3*K4 + 32*K1*K4*K5 - 24*K2**4 - 32*K2**2*K3**2 - 8*K2**2*K4**2 + 200*K2**2*K4 - 1142*K2**2 + 48*K2*K3*K5 + 8*K2*K4*K6 - 544*K3**2 - 182*K4**2 - 32*K5**2 - 2*K6**2 + 1148,"<a href=""/flatknot/5.25"">5.25</a>",5.25
"<a href=""/flatknot/5.26"">5.26</a>",O1O2O3O4U1O5U3U4U5U2,"[[ 0 -3  1 -1  1  2]
 [ 3  0  3  1  2  2]
 [-1 -3  0 -2  0  2]
 [ 1 -1  2  0  1  2]
 [-1 -2  0 -1  0  1]
 [-2 -2 -2 -2 -1  0]]","[[ 0  2  1  1 -1 -3]
 [-2  0 -1 -2 -2 -2]
 [-1  1  0  0 -1 -2]
 [-1  2  0  0 -2 -3]
 [ 1  2  1  2  0 -1]
 [ 3  2  2  3  1  0]]",True,"[-2, -1, -1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 2, 3, 1]","[-3, -1, 1, 1, 2, 1, 1, 2, 3, 0, 1, 1, 0, -1, 0]",t^{5} + 32 t^{3} + 3 t,t^{6} + 48 t^{4} + 20 t^{2},"[-3, -1, 1, 1, 2, 1, 1, 2, 3, 0, 1, 1, 0, -1, 0]","[-2, -1, -1, 1, 3, -1, 0, 1, 3, 0, 0, 1, 1, 2, 1]","[-3, -1, 1, 1, 2, 1, 2, 3, 2, 1, 2, 2, 0, 1, 2]","[0, 0, 0]","[[{3, 5}, {1, 4}, {2}], [{4, 5}, {1, 3}, {2}]]",1,4 K_1^3 - 2 K_1^2 - 2 K_1 K_2 - 2 K_1 + K_2,32*K1**2*K2**3 - 256*K1**2*K2**2 + 288*K1**2*K2 - 264*K1**2 + 32*K1*K2**3*K3 + 264*K1*K2*K3 + 8*K1*K3*K4 - 32*K2**6 + 32*K2**4*K4 - 232*K2**4 - 32*K2**2*K3**2 - 8*K2**2*K4**2 + 144*K2**2*K4 - 72*K2**2 + 8*K2*K3*K5 - 80*K3**2 - 26*K4**2 + 192,"<a href=""/flatknot/5.26"">5.26</a>",5.26
